User_ID,Name,Age,Gender,Country,Subscription_Plan,Favorite_Genre,Device,Viewing_Hours_Per_Week
1070,Kabir,54,Female,Canada,Standard,Action,Mobile,36
1071,Neha,52,Female,UK,Basic,Thriller,TV,43
1072,Arjun,40,Female,UK,Basic,Sci-Fi,TV,35
1073,Vihaan,23,Female,Canada,Standard,Comedy,Mobile,43
1074,Arjun,21,Female,Australia,Premium,Thriller,Laptop,35
1075,Neha,35,Female,UK,Premium,Drama,Tablet,12
1076,Isha,26,Male,USA,Standard,Action,Laptop,33
1077,Kabir,46,Female,India,Premium,Comedy,Laptop,36
1078,Kabir,30,Female,USA,Standard,Sci-Fi,Laptop,14
1079,Aarav,34,Female,Australia,Standard,Action,Mobile,33
1080,Kabir,49,Female,India,Basic,Sci-Fi,TV,46
1081,Rohan,39,Male,USA,Basic,Action,Laptop,45
1082,Kabir,21,Male,USA,Standard,Drama,Mobile,45
1083,Neha,22,Female,Canada,Basic,Thriller,Tablet,24
1084,Aarav,54,Female,Australia,Standard,Action,TV,15
1085,Neha,58,Female,Canada,Premium,Romance,Tablet,31
1086,Neha,30,Male,India,Premium,Drama,Laptop,17
1087,Ananya,51,Male,Canada,Premium,Romance,TV,12
1088,Aarav,39,Male,Australia,Premium,Drama,Laptop,22
1089,Neha,40,Male,UK,Standard,Romance,TV,23
1090,Ananya,20,Male,UK,Premium,Romance,Laptop,26
1091,Ananya,59,Male,India,Premium,Sci-Fi,Tablet,14
1092,Aarav,51,Female,UK,Premium,Action,Tablet,12
1093,Arjun,49,Male,Canada,Premium,Action,Laptop,4
1094,Isha,38,Male,India,Standard,Drama,TV,46
1095,Rohan,38,Female,Australia,Premium,Thriller,Tablet,13
1096,Isha,28,Male,India,Basic,Sci-Fi,TV,18
1097,Kabir,56,Female,India,Basic,Action,TV,43
1098,Rohan,21,Male,USA,Basic,Action,Tablet,28
1099,Kabir,18,Female,USA,Basic,Sci-Fi,Mobile,38
1100,Neha,45,Female,India,Basic,Comedy,Mobile,41
1101,Vihaan,41,Female,,Basic,Sci-Fi,TV,44
1102,Aarav,52,Female,USA,Standard,Action,Tablet,19
1103,Rohan,30,Female,Australia,Basic,Thriller,Mobile,46
1104,Rohan,51,Male,Canada,Premium,Comedy,Laptop,47
1105,Neha,28,Male,USA,Basic,Romance,TV,43
1106,Arjun,53,Female,India,Standard,Sci-Fi,Mobile,38
1107,Ananya,34,Female,UK,Basic,Romance,Tablet,46
1108,Neha,52,Female,Canada,Premium,Comedy,Tablet,3
1109,Priya,35,Male,USA,Premium,Comedy,TV,19
1110,Ananya,57,Female,UK,Standard,Comedy,Tablet,20
1111,Aarav,39,Female,UK,Standard,Drama,Laptop,25
1112,Ananya,41,Female,UK,Standard,Sci-Fi,Laptop,11
1113,Arjun,36,Female,India,Standard,Thriller,Mobile,17
1114,Ananya,54,Male,Australia,Basic,Thriller,Tablet,49
1115,Aarav,56,Female,UK,Basic,Romance,Laptop,35
1116,Arjun,38,Female,Canada,Premium,Romance,TV,14
1117,Isha,25,Male,USA,Standard,Romance,Tablet,39
1118,Rohan,45,Female,Canada,Standard,Sci-Fi,Mobile,19
1119,Rohan,22,Female,India,Basic,Action,TV,3
1120,Kabir,34,Male,India,Standard,Romance,TV,34
1121,Isha,54,Male,Canada,Premium,Comedy,TV,49
1122,Isha,53,Male,Australia,Premium,Romance,Laptop,41
1123,Ananya,36,Female,India,Standard,Comedy,TV,22
1124,Rohan,44,Female,India,Premium,Drama,Laptop,38
1125,Aarav,51,Male,Canada,Premium,Action,TV,27
1126,Siya,28,Male,India,Basic,Action,Laptop,21
1127,Siya,29,Male,Australia,Premium,Sci-Fi,Tablet,41
1128,Arjun,38,Female,Australia,Standard,Sci-Fi,Laptop,31
1129,Rohan,28,Female,Australia,Standard,Thriller,Laptop,27
1130,Rohan,56,Male,USA,Premium,Drama,Tablet,37
1131,Siya,45,Female,Australia,Standard,Sci-Fi,TV,2
1132,Rohan,22,Male,Australia,Basic,Comedy,Tablet,47
1133,Ananya,34,Female,USA,Premium,Drama,TV,9
1134,Priya,37,Female,UK,Premium,Action,Laptop,19
1135,Vihaan,58,Female,India,Premium,Comedy,TV,42
1136,Isha,29,Female,Australia,Standard,Drama,Laptop,36
1137,Kabir,23,Male,India,Standard,Action,TV,10
1138,Arjun,34,Female,Canada,Premium,Sci-Fi,Laptop,40
1139,Priya,36,Female,India,Standard,Comedy,Laptop,45
1140,Siya,43,Male,USA,Standard,Comedy,Mobile,39
1141,Isha,49,Female,India,Premium,Action,TV,7
1142,Rohan,23,Male,India,Premium,Comedy,TV,4
1143,Kabir,53,Male,India,Standard,Sci-Fi,Mobile,15
1144,Rohan,55,Female,UK,Premium,Sci-Fi,Laptop,12
1145,Aarav,28,Female,UK,Premium,Sci-Fi,Laptop,48
1146,Aarav,50,Male,Canada,Premium,Action,Mobile,6
1147,Kabir,41,Male,USA,Premium,Romance,Mobile,9
1148,Kabir,40,Male,India,Standard,Romance,Tablet,35
1149,Siya,32,Female,India,Premium,Comedy,Laptop,8
1150,Kabir,44,Male,India,Basic,Sci-Fi,Tablet,7
1151,Ananya,28,Male,India,Premium,Comedy,TV,4
1152,Rohan,34,Male,UK,Basic,Action,Tablet,13
1153,Priya,31,Female,Canada,Premium,Comedy,Mobile,19
1154,Neha,44,Male,Australia,Basic,Thriller,Mobile,7
1155,Kabir,35,Female,USA,Basic,Romance,Mobile,10
1156,Arjun,45,Female,India,Premium,Comedy,Mobile,25
1157,Aarav,21,Male,Canada,Premium,Comedy,Tablet,44
1158,Ananya,24,Female,Australia,Premium,Drama,Tablet,35
1159,Isha,52,Male,Canada,Basic,Comedy,Tablet,25
1160,Neha,26,Female,UK,Standard,Thriller,Mobile,29
1161,Priya,25,Female,Australia,Standard,Romance,Mobile,12
1162,Neha,34,Male,Canada,Premium,Drama,Laptop,47
1163,Kabir,34,Male,UK,Standard,Action,Laptop,40
1164,Siya,50,Male,Canada,Standard,Action,Mobile,12
1165,Aarav,49,Female,Canada,Premium,Romance,Laptop,6
1166,Aarav,25,Female,Australia,Basic,Action,TV,10
1167,Isha,36,Male,UK,Premium,Thriller,TV,2
1168,Siya,55,Male,India,Standard,Comedy,Mobile,45
1169,Rohan,20,Female,USA,Basic,Romance,Tablet,25
1170,Vihaan,22,Female,Australia,Standard,Drama,TV,7
1171,Ananya,30,Female,UK,Basic,Comedy,TV,40
1172,Aarav,48,Male,Canada,Standard,Action,Tablet,23
1173,Arjun,33,Female,UK,Premium,Action,Laptop,48
1174,Aarav,49,Male,USA,Standard,Drama,Tablet,11
1175,Neha,39,Female,USA,Standard,Thriller,Laptop,36
1176,Aarav,46,Female,India,Basic,Drama,Laptop,49
1177,Aarav,39,Male,India,Standard,Romance,Tablet,48
1178,Vihaan,20,Male,USA,Premium,Drama,Laptop,23
1179,Vihaan,27,Male,Australia,Premium,Action,TV,43
1180,Priya,59,Female,Australia,Premium,Thriller,Mobile,7
1181,Rohan,38,Female,Canada,Basic,Thriller,Laptop,27
1182,Arjun,33,Female,India,Basic,Sci-Fi,TV,13
1183,Aarav,29,Male,Canada,Standard,Drama,Tablet,17
1184,Aarav,19,Female,India,Standard,Romance,Laptop,32
1185,Ananya,58,Male,USA,Standard,Action,TV,26
1186,Vihaan,41,Male,Australia,Basic,Comedy,Laptop,22
1187,Arjun,52,Male,Australia,Basic,Thriller,Tablet,13
1188,Isha,47,Female,USA,Standard,Drama,Mobile,12
1189,Priya,47,Female,Canada,Basic,Sci-Fi,Laptop,7
1190,Rohan,52,Male,Canada,Basic,Romance,Mobile,1
1191,Siya,36,Female,UK,Premium,Romance,Laptop,33
1192,Rohan,25,Male,India,Premium,Action,Laptop,14
1193,Neha,43,Male,Canada,Standard,Thriller,Tablet,47
1194,Aarav,57,Female,USA,Standard,Action,Laptop,43
1195,Priya,24,Male,Canada,Premium,Sci-Fi,TV,41
1196,Neha,47,Male,Australia,Basic,Comedy,TV,17
1197,Arjun,24,Female,India,Standard,Comedy,Mobile,4
1198,Siya,20,Male,UK,Standard,Comedy,Mobile,39
1199,Vihaan,18,Male,India,Standard,Romance,TV,1
1200,Priya,53,Male,Australia,Basic,Thriller,Mobile,41
1201,Priya,42,Male,,Premium,Action,Mobile,45
1202,Aarav,54,Male,Australia,Standard,Action,TV,24
1203,Kabir,18,Male,Australia,Premium,Sci-Fi,TV,34
1204,Priya,32,Male,USA,Premium,Comedy,TV,34
1205,Ananya,54,Female,UK,Basic,Thriller,Tablet,24
1206,Siya,30,Female,Australia,Basic,Thriller,Tablet,15
1207,Siya,57,Male,Australia,Basic,Sci-Fi,TV,17
1208,Ananya,25,Male,Canada,Basic,Drama,Laptop,13
1209,Isha,22,Female,UK,Basic,Thriller,TV,7
1210,Ananya,26,Female,India,Basic,Thriller,Tablet,9
1211,Ananya,18,Female,UK,Standard,Action,Mobile,44
1212,Siya,53,Female,UK,Premium,Sci-Fi,Laptop,35
1213,Rohan,52,Female,UK,Basic,Thriller,Laptop,23
1214,Siya,19,Male,Australia,Standard,Thriller,Mobile,47
1215,Kabir,57,Female,Australia,Premium,Action,Laptop,39
1216,Aarav,40,Female,USA,Basic,Thriller,Mobile,23
1217,Neha,26,Female,India,Basic,Action,Tablet,26
1218,Rohan,51,Male,Canada,Standard,Drama,Laptop,1
1219,Vihaan,31,Male,UK,Premium,Romance,Laptop,14
1220,Neha,21,Male,India,Basic,Action,Mobile,32
1221,Aarav,47,Male,India,Premium,Action,Mobile,48
1222,Kabir,48,Male,USA,Standard,Thriller,Tablet,10
1223,Kabir,55,Male,Canada,Basic,Action,Mobile,1
1224,Vihaan,28,Female,UK,Premium,Sci-Fi,Mobile,5
1225,Rohan,52,Male,Canada,Standard,Comedy,Tablet,3
1226,Isha,25,Male,USA,Standard,Comedy,TV,49
1227,Ananya,20,Female,Australia,Basic,Drama,TV,27
1228,Rohan,31,Male,India,Premium,Action,Mobile,22
1229,Isha,30,Female,UK,Basic,Sci-Fi,Tablet,18
1230,Kabir,49,Female,Australia,Basic,Thriller,TV,16
1231,Siya,51,Male,USA,Premium,Thriller,Tablet,2
1232,Aarav,36,Female,Canada,Premium,Romance,Mobile,47
1233,Vihaan,55,Female,India,Premium,Drama,Mobile,13
1234,Aarav,33,Female,UK,Standard,Sci-Fi,Tablet,45
1235,Arjun,19,Female,Australia,Standard,Sci-Fi,Laptop,16
1236,Arjun,57,Male,Australia,Premium,Thriller,Mobile,8
1237,Rohan,34,Female,India,Standard,Romance,Mobile,43
1238,Kabir,51,Male,Canada,Basic,Thriller,Mobile,8
1239,Kabir,59,Female,USA,Premium,Romance,Mobile,10
1240,Ananya,33,Female,Canada,Basic,Comedy,Tablet,33
1241,Ananya,55,Female,Canada,Premium,Sci-Fi,Tablet,31
1242,Ananya,19,Male,Canada,Basic,Comedy,Tablet,12
1243,Siya,19,Male,India,Premium,Thriller,Tablet,9
1244,Neha,43,Male,India,Basic,Drama,Laptop,37
1245,Priya,30,Female,USA,Premium,Action,Tablet,9
1246,Neha,48,Female,Canada,Premium,Drama,Tablet,48
1247,Aarav,51,Female,India,Standard,Drama,Mobile,18
1248,Neha,56,Female,USA,Basic,Action,Laptop,30
1249,Siya,20,Male,USA,Standard,Sci-Fi,Mobile,32
1250,Aarav,25,Female,Canada,Basic,Comedy,Laptop,40
1251,Neha,40,Male,UK,Standard,Comedy,TV,23
1252,Siya,31,Female,Canada,Premium,Sci-Fi,Laptop,11
1253,Priya,44,Male,UK,Standard,Action,Laptop,20
1254,Neha,46,Male,USA,Standard,Romance,Mobile,19
1255,Siya,56,Female,India,Premium,Drama,Laptop,36
1256,Ananya,56,Female,Australia,Standard,Thriller,Laptop,26
1257,Kabir,18,Male,USA,Premium,Comedy,Mobile,10
1258,Ananya,34,Female,India,Basic,Sci-Fi,TV,24
1259,Kabir,58,Female,USA,Standard,Thriller,TV,13
1260,Vihaan,47,Male,Canada,Premium,Action,TV,46
1261,Vihaan,30,Male,UK,Premium,Thriller,Laptop,34
1262,Vihaan,38,Male,USA,Standard,Thriller,Mobile,29
1263,Priya,36,Male,India,Basic,Drama,TV,36
1264,Ananya,36,Female,Canada,Standard,Action,TV,7
1265,Kabir,42,Male,Australia,Premium,Thriller,TV,30
1266,Siya,39,Male,Canada,Basic,Comedy,TV,17
1267,Aarav,48,Male,UK,Standard,Action,Mobile,48
1268,Siya,34,Female,Canada,Premium,Comedy,TV,13
1269,Aarav,40,Male,Australia,Standard,Sci-Fi,Laptop,24
1270,Arjun,49,Female,India,Basic,Sci-Fi,Laptop,31
1271,Siya,27,Male,USA,Basic,Romance,Mobile,27
1272,Neha,27,Male,UK,Basic,Sci-Fi,Tablet,21
1273,Neha,53,Female,Australia,Basic,Thriller,TV,44
1274,Rohan,25,Male,UK,Basic,Action,TV,1
1275,Ananya,37,Male,Canada,Standard,Sci-Fi,Laptop,15
1276,Aarav,49,Female,UK,Basic,Comedy,Mobile,3
1277,Aarav,31,Male,Australia,Basic,Thriller,Tablet,6
1278,Ananya,45,Male,USA,Premium,Sci-Fi,Laptop,14
1279,Priya,41,Male,USA,Basic,Drama,Tablet,38
1280,Rohan,32,Male,UK,Premium,Comedy,Mobile,33
1281,Priya,39,Female,India,Premium,Comedy,Mobile,38
1282,Priya,47,Male,UK,Premium,Romance,Mobile,8
1283,Priya,21,Female,Canada,Standard,Drama,Laptop,26
1284,Ananya,30,Male,USA,Standard,Romance,Mobile,15
1285,Priya,40,Female,USA,Premium,Sci-Fi,Laptop,14
1286,Neha,25,Male,USA,Standard,Drama,Laptop,48
1287,Vihaan,35,Female,India,Basic,Comedy,TV,20
1288,Arjun,29,Male,India,Standard,Romance,Laptop,48
1289,Aarav,48,Female,Australia,Basic,Thriller,Laptop,19
1290,Aarav,31,Female,UK,Basic,Drama,TV,33
1291,Arjun,51,Male,UK,Standard,Comedy,Tablet,36
1292,Ananya,35,Female,Canada,Standard,Action,TV,24
1293,Siya,51,Male,USA,Premium,Drama,TV,10
1294,Ananya,28,Male,India,Standard,Drama,Mobile,34
1295,Aarav,58,Male,Canada,Standard,Sci-Fi,Mobile,36
1296,Aarav,29,Male,Canada,Standard,Thriller,TV,47
1297,Arjun,32,Male,India,Basic,Sci-Fi,Mobile,36
1298,Priya,48,Female,UK,Basic,Drama,TV,16
1299,Ananya,46,Male,USA,Basic,Drama,Mobile,15
1300,Kabir,43,Male,UK,Premium,Thriller,Laptop,18
1301,Arjun,35,Male,,Premium,Thriller,Mobile,7
1302,Neha,49,Male,USA,Premium,Romance,Mobile,47
1303,Aarav,39,Male,Australia,Basic,Comedy,Laptop,22
1304,Arjun,55,Male,Canada,Standard,Comedy,TV,32
1305,Ananya,34,Female,UK,Premium,Romance,Mobile,43
1306,Aarav,40,Female,UK,Premium,Comedy,Mobile,19
1307,Siya,41,Male,UK,Basic,Drama,Laptop,40
1308,Arjun,25,Female,India,Premium,Romance,Laptop,1
1309,Rohan,58,Male,Canada,Standard,Romance,Laptop,35
1310,Aarav,23,Male,USA,Basic,Comedy,Tablet,5
1311,Ananya,22,Male,UK,Basic,Action,Laptop,12
1312,Vihaan,46,Male,UK,Standard,Comedy,TV,12
1313,Kabir,45,Male,India,Standard,Sci-Fi,Mobile,21
1314,Isha,28,Female,USA,Standard,Action,Mobile,19
1315,Priya,18,Female,Canada,Premium,Romance,Tablet,9
1316,Isha,36,Female,Australia,Standard,Action,Mobile,43
1317,Ananya,26,Female,India,Basic,Drama,Mobile,49
1318,Neha,44,Male,Canada,Standard,Thriller,TV,48
1319,Neha,51,Female,Australia,Basic,Action,Mobile,36
1320,Vihaan,21,Male,UK,Basic,Sci-Fi,TV,42
1321,Priya,53,Female,UK,Premium,Thriller,Tablet,47
1322,Rohan,35,Female,USA,Standard,Drama,TV,32
1323,Vihaan,32,Female,Australia,Premium,Sci-Fi,Laptop,35
1324,Isha,30,Female,UK,Standard,Thriller,Laptop,31
1325,Vihaan,36,Male,UK,Standard,Drama,Tablet,32
1326,Isha,23,Female,USA,Standard,Thriller,Mobile,37
1327,Aarav,29,Female,Canada,Standard,Thriller,TV,32
1328,Neha,54,Male,UK,Standard,Comedy,Laptop,43
1329,Aarav,34,Male,India,Basic,Sci-Fi,TV,37
1330,Kabir,40,Female,India,Basic,Sci-Fi,Laptop,39
1331,Priya,43,Male,Canada,Standard,Action,TV,38
1332,Rohan,46,Male,Australia,Basic,Sci-Fi,Mobile,30
1333,Isha,50,Male,USA,Premium,Sci-Fi,Tablet,32
1334,Rohan,44,Female,India,Premium,Thriller,Mobile,45
1335,Isha,42,Male,India,Premium,Romance,TV,2
1336,Ananya,27,Female,Canada,Standard,Comedy,Laptop,11
1337,Vihaan,40,Female,Australia,Standard,Action,Laptop,20
1338,Kabir,38,Female,Australia,Basic,Comedy,Tablet,37
1339,Neha,38,Female,Canada,Basic,Action,Mobile,9
1340,Isha,30,Male,India,Basic,Drama,Mobile,38
1341,Rohan,54,Female,USA,Premium,Thriller,Mobile,49
1342,Kabir,50,Male,India,Premium,Sci-Fi,Laptop,19
1343,Siya,41,Female,Australia,Premium,Sci-Fi,Tablet,40
1344,Siya,28,Male,India,Premium,Romance,Laptop,7
1345,Aarav,34,Female,USA,Basic,Comedy,Mobile,5
1346,Neha,21,Male,UK,Standard,Comedy,TV,47
1347,Ananya,42,Female,India,Standard,Comedy,Laptop,42
1348,Rohan,47,Female,Canada,Premium,Sci-Fi,Tablet,24
1349,Vihaan,26,Male,UK,Standard,Comedy,Mobile,48
1350,Vihaan,38,Female,Canada,Standard,Thriller,TV,41
1351,Rohan,37,Female,Canada,Standard,Action,Laptop,7
1352,Priya,36,Female,Canada,Premium,Sci-Fi,TV,11
1353,Ananya,36,Male,India,Basic,Thriller,TV,9
1354,Kabir,29,Female,Australia,Basic,Drama,Tablet,49
1355,Isha,54,Female,UK,Standard,Thriller,Laptop,30
1356,Priya,59,Male,USA,Basic,Thriller,Tablet,41
1357,Isha,34,Male,Australia,Basic,Drama,Mobile,3
1358,Isha,54,Male,India,Premium,Thriller,TV,22
1359,Priya,56,Male,Canada,Premium,Action,Tablet,40
1360,Aarav,45,Male,USA,Standard,Sci-Fi,Tablet,20
1361,Siya,58,Female,UK,Standard,Romance,Mobile,32
1362,Isha,52,Female,Australia,Standard,Drama,Laptop,48
1363,Priya,35,Female,Australia,Premium,Sci-Fi,Tablet,7
1364,Priya,31,Male,USA,Basic,Comedy,TV,7
1365,Arjun,52,Female,India,Premium,Action,TV,20
1366,Aarav,58,Male,UK,Premium,Romance,TV,25
1367,Neha,24,Male,USA,Basic,Action,TV,45
1368,Arjun,58,Female,Canada,Basic,Action,Tablet,35
1369,Arjun,30,Male,UK,Standard,Comedy,TV,44
1370,Rohan,35,Male,Australia,Basic,Romance,Tablet,24
1371,Siya,54,Female,USA,Basic,Action,Laptop,40
1372,Priya,30,Male,Australia,Basic,Comedy,TV,13
1373,Siya,53,Male,Australia,Basic,Drama,Laptop,48
1374,Ananya,48,Female,Australia,Standard,Comedy,Tablet,39
1375,Rohan,19,Male,India,Standard,Thriller,Mobile,4
1376,Neha,33,Male,Australia,Basic,Sci-Fi,Laptop,12
1377,Siya,26,Female,Canada,Basic,Comedy,TV,17
1378,Vihaan,26,Female,Canada,Standard,Comedy,Mobile,1
1379,Isha,55,Female,UK,Standard,Comedy,Laptop,17
1380,Ananya,28,Female,Australia,Basic,Action,Tablet,2
1381,Aarav,39,Male,Australia,Premium,Romance,Tablet,6
1382,Neha,50,Male,USA,Standard,Comedy,Tablet,44
1383,Ananya,53,Female,India,Standard,Comedy,Laptop,11
1384,Isha,40,Male,UK,Standard,Thriller,Tablet,43
1385,Rohan,51,Male,Australia,Basic,Thriller,Laptop,18
1386,Isha,26,Female,USA,Basic,Drama,TV,40
1387,Arjun,41,Female,India,Standard,Drama,TV,25
1388,Isha,25,Male,UK,Basic,Thriller,Laptop,39
1389,Arjun,24,Female,UK,Basic,Romance,Laptop,28
1390,Rohan,53,Female,Australia,Standard,Drama,Mobile,46
1391,Kabir,35,Female,UK,Basic,Sci-Fi,Tablet,16
1392,Arjun,20,Male,USA,Premium,Sci-Fi,TV,12
1393,Aarav,45,Female,UK,Basic,Romance,TV,41
1394,Isha,23,Male,Canada,Basic,Thriller,Mobile,29
1395,Isha,38,Male,USA,Standard,Drama,Laptop,23
1396,Aarav,45,Male,India,Standard,Comedy,Laptop,21
1397,Vihaan,57,Female,India,Premium,Thriller,Mobile,16
1398,Priya,18,Female,Australia,Basic,Drama,Tablet,48
1399,Kabir,53,Female,Australia,Premium,Romance,Laptop,41
1400,Neha,38,Female,Canada,Premium,Sci-Fi,Laptop,45
1401,Arjun,52,Female,,Standard,Romance,Tablet,26
1402,Aarav,30,Male,India,Basic,Drama,Tablet,37
1403,Rohan,27,Male,India,Standard,Romance,Mobile,22
1404,Arjun,27,Male,India,Premium,Drama,Mobile,10
1405,Priya,30,Female,UK,Premium,Drama,Mobile,7
1406,Rohan,54,Male,USA,Standard,Romance,Laptop,9
1407,Ananya,55,Male,USA,Standard,Action,Mobile,25
1408,Isha,41,Female,Canada,Standard,Comedy,Laptop,46
1409,Ananya,19,Female,UK,Standard,Thriller,TV,15
1410,Arjun,39,Male,India,Standard,Sci-Fi,Tablet,13
1411,Priya,34,Male,India,Premium,Comedy,Tablet,42
1412,Kabir,53,Female,Australia,Standard,Thriller,TV,46
1413,Arjun,31,Female,Australia,Basic,Thriller,Mobile,26
1414,Aarav,27,Female,Canada,Premium,Sci-Fi,Laptop,21
1415,Siya,52,Female,India,Premium,Comedy,Laptop,23
1416,Arjun,42,Male,Canada,Basic,Sci-Fi,Laptop,44
1417,Isha,20,Male,UK,Basic,Drama,Tablet,28
1418,Isha,55,Female,USA,Premium,Sci-Fi,Mobile,38
1419,Arjun,34,Male,India,Standard,Romance,Laptop,12
1420,Rohan,29,Male,UK,Premium,Action,Laptop,24
1421,Siya,41,Female,India,Premium,Action,Laptop,13
1422,Aarav,46,Male,Australia,Basic,Action,TV,40
1423,Arjun,42,Male,Canada,Premium,Comedy,Laptop,48
1424,Rohan,53,Male,Australia,Standard,Comedy,TV,2
1425,Isha,43,Female,USA,Basic,Drama,Laptop,39
1426,Isha,55,Female,Australia,Premium,Action,Laptop,12
1427,Priya,18,Male,India,Premium,Drama,Laptop,39
1428,Arjun,37,Female,Australia,Standard,Action,TV,14
1429,Siya,45,Female,India,Premium,Comedy,Laptop,30
1430,Vihaan,33,Female,USA,Premium,Romance,Mobile,41
1431,Siya,34,Male,Australia,Premium,Romance,Laptop,43
1432,Isha,57,Male,Canada,Premium,Romance,TV,48
1433,Isha,45,Female,Canada,Standard,Sci-Fi,TV,19
1434,Ananya,29,Male,Canada,Premium,Romance,Mobile,31
1435,Isha,44,Male,Australia,Premium,Thriller,Tablet,43
1436,Aarav,59,Male,Australia,Premium,Action,Mobile,43
1437,Neha,47,Male,Australia,Basic,Romance,Mobile,25
1438,Arjun,58,Male,India,Standard,Thriller,TV,4
1439,Siya,51,Female,USA,Basic,Thriller,Laptop,13
1440,Neha,54,Male,Canada,Basic,Thriller,Laptop,36
1441,Rohan,23,Male,India,Standard,Drama,Tablet,42
1442,Vihaan,24,Male,Canada,Basic,Drama,Tablet,37
1443,Aarav,49,Female,India,Basic,Thriller,Tablet,3
1444,Siya,49,Female,Australia,Basic,Sci-Fi,Tablet,16
1445,Neha,42,Female,Canada,Standard,Romance,Mobile,26
